run_key,scenario,family,model,axis,bin,n,rel_l2_h_mean,rel_l2_h_median,rel_l2_c_mean,rel_l2_c_median,bt_mae_hours,n_bt
regshift_iid_s456,iid,regshift_bounded,m1,q_top_peak_time,p00_p90,83,0.2253162078818513,0.213513275797888,0.11060572639403263,0.07373159433313763,2.943661971830986,71
regshift_iid_s456,iid,regshift_bounded,m1,q_top_peak_time,p98_p100,29,0.20630315622358653,0.18629421811079405,0.09294150106690774,0.0750225185603099,3.6666666666666665,27
regshift_iid_s456,iid,regshift_bounded,m2_data,q_top_peak,p00_p90,96,0.21590051358748194,0.19010794807972103,0.10314541915419488,0.060296238015359015,4.380952380952381,84
regshift_iid_s456,iid,regshift_bounded,m2_data,q_top_peak,p90_p95,9,0.19343679345472028,0.19071359069416172,0.06561542195874591,0.06521812898387484,3.125,8
regshift_iid_s456,iid,regshift_bounded,m2_data,q_top_peak,p95_p98,4,0.2090969497702177,0.1866995320065294,0.14043689608767154,0.11892503778209762,13.666666666666666,3
regshift_iid_s456,iid,regshift_bounded,m2_data,q_top_peak,p98_p100,3,0.3334784608912426,0.31922552866416565,0.07008636970080599,0.07239564992268578,4.0,3
regshift_iid_s456,iid,regshift_bounded,m2_data,q_top_peak_time,p00_p90,83,0.22112272462291666,0.2013560433158135,0.10750558011983655,0.06437731205968489,4.154929577464789,71
regshift_iid_s456,iid,regshift_bounded,m2_data,q_top_peak_time,p98_p100,29,0.2052074994325265,0.166047944203065,0.08074284758407213,0.06401781105930456,5.592592592592593,27
regshift_ood_peak_s42,ood_peak,regshift_bounded,m1,q_top_peak,p90_p95,36,0.24922836748398092,0.23745561055169184,0.10005212075482188,0.09130280008728525,5.65625,32
regshift_ood_peak_s42,ood_peak,regshift_bounded,m1,q_top_peak,p95_p98,25,0.26076981213191147,0.23882045253722473,0.1244472145764093,0.10172121082891628,10.904761904761905,21
regshift_ood_peak_s42,ood_peak,regshift_bounded,m1,q_top_peak,p98_p100,14,0.2597242685299068,0.2309010266958581,0.1171252219421647,0.09186666176940557,5.25,12
regshift_ood_peak_s42,ood_peak,regshift_bounded,m1,q_top_peak_time,p00_p90,53,0.26089891012787925,0.24376656010313144,0.10831944454625646,0.09014626891978675,7.361702127659575,47
regshift_ood_peak_s42,ood_peak,regshift_bounded,m1,q_top_peak_time,p98_p100,22,0.24090745706191816,0.2270315459306999,0.11872178444647884,0.10223753205864894,7.055555555555555,18
regshift_ood_peak_s42,ood_peak,regshift_bounded,m2_data,q_top_peak,p90_p95,36,0.21502241682450973,0.2032701630447,0.08543724179317452,0.06290212138945189,6.15625,32
regshift_ood_peak_s42,ood_peak,regshift_bounded,m2_data,q_top_peak,p95_p98,25,0.23363083119911845,0.19211693144917164,0.11067559547333371,0.08578552670551752,11.571428571428571,21
regshift_ood_peak_s42,ood_peak,regshift_bounded,m2_data,q_top_peak,p98_p100,14,0.24340138402131295,0.21073717293454994,0.10809758415180494,0.0784585217330395,4.833333333333333,12
regshift_ood_peak_s42,ood_peak,regshift_bounded,m2_data,q_top_peak_time,p00_p90,53,0.22711868030377097,0.20860374268012843,0.09712771774994489,0.07284476096142917,7.48936170212766,47
regshift_ood_peak_s42,ood_peak,regshift_bounded,m2_data,q_top_peak_time,p98_p100,22,0.225086686629947,0.1937075211436396,0.10037398767117343,0.06476025317683431,8.11111111111111,18
